13.062 13.062    # From ESO web site (Bohlin source) 1
   8796.84    13.977 1
   8801.72    13.971 1
   8806.60    13.965 1
   8811.48    13.964 1
   8816.36    13.971 1
   8821.25    13.975 1
   8826.13    13.983 1
   8831.01    13.981 1
   8835.89    13.979 1
   8840.78    13.974 1
   8845.66    13.968 1
   8850.54    13.974 1
   8855.42    13.976 1
   8860.30    13.976 1
   8865.18    13.989 1
   8870.07    13.983 1
   8874.95    13.986 1
   8879.83    13.995 1
   8884.71    13.985 1
   8889.59    13.984 1
   8894.48    13.990 1
   8899.36    13.993 1
   8904.24    13.993 1
   8909.12    13.991 1
   8914.00    13.991 1
   8918.88    13.987 1
   8923.77    13.990 1
   8928.65    13.995 1
   8933.53    14.002 1
   8938.41    14.005 1
   8943.29    14.007 1
   8948.17    14.002 1
   8953.06    14.004 1
   8957.94    14.002 1
   8962.82    14.009 1
   8967.70    14.003 1
   8972.58    14.016 1
   8977.46    14.015 1
   8982.34    14.012 1
   8987.22    14.012 1
   8992.11    14.009 1
   8996.99    14.008 1
   9001.87    14.017 1
   9006.75    14.024 1
   9011.63    14.020 1
   9016.51    14.010 1
   9021.39    14.020 1
   9026.27    14.015 1
   9031.16    14.011 1
   9036.04    14.018 1
   9040.92    14.026 1
   9045.80    14.028 1
   9050.68    14.032 1
   9055.56    14.028 1
   9060.44    14.025 1
   9065.32    14.017 1
   9070.20    14.017 1
   9075.08    14.016 1
   9079.96    14.029 1
   9084.84    14.025 1
   9089.73    14.032 1
   9094.61    14.031 1
   9099.49    14.034 1
   9104.37    14.037 1
   9109.25    14.036 1
   9114.13    14.037 1
   9119.01    14.041 1
   9123.89    14.042 1
   9128.77    14.041 1
   9133.65    14.046 1
   9138.53    14.045 1
   9143.41    14.038 1
   9148.29    14.038 1
   9153.17    14.040 1
   9158.05    14.053 1
   9162.93    14.055 1
   9167.81    14.060 1
   9172.69    14.063 1
   9177.57    14.060 1
   9182.45    14.058 1
   9187.33    14.054 1
   9192.21    14.050 1
   9197.09    14.051 1
   9201.97    14.058 1
   9206.85    14.063 1
   9211.73    14.072 1
   9216.61    14.078 1
   9221.49    14.081 1
   9226.37    14.078 1
   9231.25    14.069 1
   9236.13    14.065 1
   9241.01    14.073 1
   9245.89    14.076 1
   9250.77    14.079 1
   9255.65    14.070 1
   9260.53    14.073 1
   9265.41    14.072 1
   9270.29    14.068 1
   9275.17    14.077 1
   9280.05    14.084 1
   9284.93    14.081 1
   9289.81    14.091 1
   9294.69    14.080 1
   9299.57    14.057 1
   9304.45    14.068 1
   9309.33    14.073 1
   9314.21    14.077 1
   9319.08    14.086 1
   9323.96    14.083 1
   9328.84    14.086 1
   9333.72    14.082 1
   9338.60    14.076 1
   9343.48    14.080 1
   9348.36    14.079 1
   9353.24    14.079 1
   9358.12    14.080 1
   9363.00    14.084 1
   9367.88    14.096 1
   9372.75    14.081 1
   9377.63    14.077 1
   9382.51    14.075 1
   9387.39    14.081 1
   9392.27    14.092 1
   9397.15    14.089 1
   9402.03    14.087 1
   9406.91    14.104 1
   9411.78    14.101 1
   9416.66    14.101 1
   9421.54    14.099 1
   9426.42    14.113 1
   9431.30    14.107 1
   9436.18    14.105 1
   9441.05    14.106 1
   9445.93    14.100 1
   9450.81    14.110 1
   9455.69    14.115 1
   9460.57    14.120 1
   9465.45    14.119 1
   9470.32    14.114 1
   9475.20    14.112 1
   9480.08    14.110 1
   9484.96    14.123 1
   9489.84    14.129 1
   9494.71    14.136 1
   9499.59    14.132 1
   9504.47    14.132 1
   9509.35    14.128 1
   9514.23    14.132 1
   9519.10    14.131 1
   9523.98    14.145 1
   9528.86    14.146 1
   9533.74    14.151 1
   9538.61    14.158 1
   9543.49    14.156 1
   9548.37    14.160 1
   9553.25    14.151 1
   9558.12    14.145 1
   9563.00    14.159 1
   9567.88    14.153 1
   9572.76    14.154 1
   9577.63    14.158 1
   9582.51    14.151 1
   9587.39    14.152 1
   9592.26    14.148 1
   9597.14    14.158 1
   9602.02    14.149 1
   9606.90    14.146 1
   9611.77    14.147 1
   9616.65    14.147 1
   9621.53    14.149 1
   9626.40    14.132 1
   9631.28    14.140 1
   9636.16    14.145 1
   9641.03    14.158 1
   9645.91    14.159 1
   9650.79    14.152 1
   9655.66    14.157 1
   9660.54    14.143 1
   9665.42    14.139 1
   9670.29    14.142 1
   9675.17    14.152 1
   9680.05    14.155 1
   9684.92    14.157 1
   9689.80    14.146 1
   9694.68    14.133 1
   9699.55    14.137 1
   9704.43    14.137 1
   9709.30    14.141 1
   9714.18    14.149 1
   9719.06    14.160 1
   9723.93    14.160 1
   9728.81    14.150 1
   9733.68    14.143 1
   9738.56    14.139 1
   9743.44    14.153 1
   9748.31    14.148 1
   9753.19    14.146 1
   9758.06    14.163 1
   9762.94    14.156 1
   9767.81    14.152 1
   9772.69    14.147 1
   9777.57    14.162 1
   9782.44    14.164 1
   9787.32    14.160 1
   9792.19    14.167 1
   9797.07    14.168 1
   9801.94    14.173 1
   9806.82    14.169 1
   9811.69    14.166 1
   9816.57    14.169 1
   9821.44    14.164 1
   9826.32    14.181 1
   9831.19    14.177 1
   9836.07    14.184 1
   9840.94    14.169 1
   9845.82    14.173 1
   9850.69    14.171 1
   9855.57    14.168 1
   9860.44    14.176 1
   9865.32    14.179 1
   9870.19    14.187 1
   9875.07    14.187 1
   9879.94    14.173 1
   9884.82    14.167 1
   9889.69    14.170 1
   9894.56    14.186 1
   9899.44    14.197 1
   9904.31    14.202 1
   9909.19    14.197 1
   9914.06    14.202 1
   9918.94    14.204 1
   9923.81    14.213 1
   9928.68    14.244 1
   9933.56    14.214 1
   9938.43    14.211 1
   9943.31    14.221 1
   9948.18    14.210 1
   9953.05    14.197 1
   9957.93    14.212 1
   9962.80    14.216 1
   9967.67    14.232 1
   9972.55    14.239 1
   9977.42    14.224 1
   9982.30    14.236 1
   9987.17    14.229 1
   9992.04    14.242 1
   9996.92    14.255 1
  10001.79    14.257 1
  10006.66    14.239 1
  10011.54    14.232 1
  10016.41    14.247 1
  10021.28    14.249 1
  10026.16    14.271 1
  10031.03    14.270 1
  10035.90    14.274 1
  10040.77    14.264 1
  10045.65    14.274 1
  10050.52    14.269 1
  10055.39    14.280 1
  10060.27    14.278 1
  10065.14    14.290 1
  10070.01    14.278 1
  10074.88    14.271 1
  10079.76    14.264 1
  10084.63    14.262 1
  10089.50    14.266 1
  10094.37    14.275 1
  10099.25    14.280 1
  10104.12    14.275 1
  10108.99    14.257 1
  10113.86    14.254 1
  10118.74    14.252 1
  10123.61    14.245 1
  10128.48    14.276 1
  10133.35    14.263 1
  10138.22    14.255 1
  10143.09    14.254 1
  10147.97    14.240 1
  10163.00    14.243 1
  10191.00    14.241 1
  10218.00    14.245 1
  10246.00    14.249 1
  10273.00    14.256 1
  10301.00    14.258 1
  10329.00    14.260 1
  10356.00    14.268 1
  10384.00    14.276 1
  10411.00    14.282 1
  10439.00    14.286 1
  10467.00    14.286 1
  10494.00    14.297 1
  10522.00    14.304 1
  10549.00    14.310 1
  10577.00    14.312 1
  10605.00    14.314 1
  10632.00    14.324 1
  10660.00    14.321 1
  10687.00    14.331 1
  10715.00    14.335 1
  10743.00    14.338 1
  10770.00    14.356 1
  10798.00    14.362 1
  10825.00    14.377 1
  10853.00    14.406 1
  10881.00    14.419 1
  10908.00    14.454 1
  10936.00    14.463 1
  10963.00    14.458 1
  10991.00    14.450 1
  11019.00    14.429 1
  11046.00    14.426 1
  11074.00    14.418 1
  11101.00    14.417 1
  11129.00    14.425 1
  11157.00    14.419 1
  11184.00    14.423 1
  11212.00    14.433 1
  11239.00    14.439 1
  11267.00    14.447 1
  11295.00    14.452 1
  11322.00    14.462 1
  11350.00    14.467 1
  11377.00    14.471 1
  11405.00    14.473 1
  11433.00    14.475 1
  11460.00    14.475 1
  11488.00    14.482 1
  11515.00    14.488 1
  11543.00    14.490 1
  11571.00    14.492 1
  11598.00    14.488 1
  11626.00    14.492 1
  11653.00    14.494 1
  11681.00    14.502 1
  11714.00    14.513 1
  11754.00    14.519 1
  11794.00    14.528 1
  11834.00    14.535 1
  11874.00    14.538 1
  11914.00    14.542 1
  11954.00    14.550 1
  11994.00    14.557 1
  12035.00    14.565 1
  12075.00    14.574 1
  12115.00    14.582 1
  12155.00    14.591 1
  12195.00    14.595 1
  12235.00    14.600 1
  12275.00    14.610 1
  12315.00    14.620 1
  12355.00    14.627 1
  12395.00    14.633 1
  12435.00    14.643 1
  12475.00    14.651 1
  12516.00    14.656 1
  12556.00    14.662 1
  12596.00    14.672 1
  12636.00    14.686 1
  12676.00    14.694 1
  12716.00    14.724 1
  12756.00    14.757 1
  12796.00    14.783 1
  12836.00    14.796 1
  12876.00    14.787 1
  12916.00    14.766 1
  12956.00    14.750 1
  12996.00    14.741 1
  13037.00    14.738 1
  13077.00    14.741 1
  13117.00    14.750 1
  13157.00    14.762 1
  13197.00    14.769 1
  13237.00    14.773 1
  13277.00    14.777 1
  13317.00    14.782 1
  13357.00    14.788 1
  13397.00    14.795 1
  13437.00    14.799 1
  13477.00    14.804 1
  13518.00    14.812 1
  13558.00    14.819 1
  13598.00    14.824 1
  13638.00    14.833 1
  13678.00    14.841 1
  13718.00    14.845 1
  13758.00    14.849 1
  13798.00    14.853 1
  13838.00    14.857 1
  13878.00    14.864 1
  13918.00    14.871 1
  13958.00    14.877 1
  13998.00    14.883 1
  14039.00    14.889 1
  14079.00    14.893 1
  14119.00    14.896 1
  14159.00    14.902 1
  14199.00    14.911 1
  14239.00    14.918 1
  14279.00    14.922 1
  14319.00    14.924 1
  14359.00    14.928 1
  14399.00    14.932 1
  14439.00    14.938 1
  14479.00    14.945 1
  14520.00    14.953 1
  14560.00    14.962 1
  14600.00    14.971 1
  14640.00    14.979 1
  14680.00    14.984 1
  14720.00    14.984 1
  14760.00    14.985 1
  14800.00    14.995 1
  14840.00    15.002 1
  14880.00    15.005 1
  14920.00    15.008 1
  14960.00    15.016 1
  15000.00    15.024 1
  15041.00    15.029 1
  15081.00    15.034 1
  15121.00    15.042 1
  15161.00    15.047 1
  15201.00    15.051 1
  15241.00    15.055 1
  15281.00    15.060 1
  15321.00    15.064 1
  15361.00    15.074 1
  15401.00    15.080 1
  15441.00    15.084 1
  15481.00    15.088 1
  15522.00    15.093 1
  15562.00    15.101 1
  15602.00    15.110 1
  15642.00    15.114 1
  15682.00    15.114 1
  15722.00    15.120 1
  15762.00    15.128 1
  15802.00    15.134 1
  15842.00    15.136 1
  15882.00    15.140 1
  15922.00    15.147 1
  15962.00    15.151 1
  16002.00    15.156 1
  16043.00    15.161 1
  16083.00    15.165 1
  16123.00    15.171 1
  16163.00    15.178 1
  16203.00    15.186 1
  16243.00    15.194 1
  16283.00    15.200 1
  16323.00    15.205 1
  16363.00    15.207 1
  16403.00    15.210 1
  16443.00    15.217 1
  16483.00    15.224 1
  16524.00    15.230 1
  16564.00    15.235 1
  16604.00    15.239 1
  16644.00    15.243 1
  16684.00    15.248 1
  16724.00    15.252 1
  16764.00    15.259 1
  16804.00    15.268 1
  16844.00    15.272 1
  16884.00    15.276 1
  16924.00    15.280 1
  16964.00    15.284 1
  17004.00    15.288 1
  17045.00    15.295 1
  17085.00    15.299 1
  17125.00    15.304 1
  17165.00    15.311 1
  17205.00    15.316 1
  17245.00    15.322 1
  17285.00    15.329 1
  17325.00    15.334 1
  17365.00    15.340 1
  17405.00    15.344 1
  17445.00    15.346 1
  17485.00    15.349 1
  17526.00    15.354 1
  17566.00    15.360 1
  17606.00    15.366 1
  17646.00    15.371 1
  17686.00    15.374 1
  17726.00    15.378 1
  17766.00    15.383 1
  17806.00    15.385 1
  17846.00    15.389 1
  17886.00    15.393 1
  17926.00    15.398 1
  17966.00    15.403 1
  18006.00    15.411 1
  18047.00    15.419 1
  18087.00    15.426 1
  18127.00    15.430 1
  18167.00    15.433 1
  18207.00    15.439 1
  18247.00    15.446 1
  18287.00    15.455 1
  18327.00    15.458 1
  18367.00    15.460 1
  18407.00    15.465 1
  18447.00    15.470 1
  18487.00    15.470 1
  18528.00    15.475 1
  18568.00    15.485 1
  18608.00    15.496 1
  18648.00    15.510 1
  18688.00    15.527 1
  18728.00    15.546 1
  18768.00    15.551 1
  18808.00    15.550 1
  18848.00    15.538 1
  18888.00    15.536 1
  18928.00    15.538 1
  18968.00    15.539 1
  19008.00    15.554 1
  19049.00    15.554 1
  19089.00    15.562 1
  19129.00    15.575 1
  19169.00    15.571 1
  19209.00    15.565 1
  19249.00    15.567 1
  19289.00    15.601 1
  19329.00    15.630 1
  19369.00    15.569 1
  19409.00    15.589 1
  19449.00    15.666 1
  19489.00    15.627 1
